"group_code","group_name","isscaap","year","catch_mt"
"ASA","Other Asia","Tunas, bonitos, billfishes",2017,451702.343604014
"ASA","Other Asia","Tunas, bonitos, billfishes",2018,440559.448033755
"ASA","Other Asia","Tunas, bonitos, billfishes",2019,431136.587374788
"ASA","Other Asia","Tunas, bonitos, billfishes",2020,423245.352244772
"ASA","Other Asia","Tunas, bonitos, billfishes",2021,416284.774942721
"ASA","Other Asia","Tunas, bonitos, billfishes",2022,410103.630238629
"ASA","Other Asia","Tunas, bonitos, billfishes",2023,404698.17019665
"ASA","Other Asia","Tunas, bonitos, billfishes",2024,399950.464531415
"ASA","Other Asia","Tunas, bonitos, billfishes",2025,395764.114404477
"ASA","Other Asia","Tunas, bonitos, billfishes",2026,392059.733488944
"ASA","Other Asia","Tunas, bonitos, billfishes",2027,388771.352580872
"ASA","Other Asia","Tunas, bonitos, billfishes",2028,385843.783103679
"ASA","Other Asia","Tunas, bonitos, billfishes",2029,383230.512366828
"ASA","Other Asia","Tunas, bonitos, billfishes",2030,380892.126489332
"ASC","Other Central Asia","Cods, hakes, haddocks",2013,31.0326538596906
"ASC","Other Central Asia","Cods, hakes, haddocks",2014,30.2177161692839
"ASC","Other Central Asia","Cods, hakes, haddocks",2015,29.5523282146167
"ASC","Other Central Asia","Cods, hakes, haddocks",2016,29.0039791835717
"ASC","Other Central Asia","Cods, hakes, haddocks",2017,28.5509952014041
"ASC","Other Central Asia","Cods, hakes, haddocks",2018,28.1760371683181
"ASC","Other Central Asia","Cods, hakes, haddocks",2019,27.8661007594666
"ASC","Other Central Asia","Cods, hakes, haddocks",2020,27.6060142625282
"ASC","Other Central Asia","Cods, hakes, haddocks",2021,27.3892755150796
"ASC","Other Central Asia","Cods, hakes, haddocks",2022,27.2072149672228
"ASC","Other Central Asia","Cods, hakes, haddocks",2023,27.0533304565343
"ASC","Other Central Asia","Cods, hakes, haddocks",2024,26.9254545955396
"ASC","Other Central Asia","Cods, hakes, haddocks",2025,26.8192526092898
"ASC","Other Central Asia","Cods, hakes, haddocks",2026,26.7282223353614
"ASC","Other Central Asia","Cods, hakes, haddocks",2027,26.6523637737544
"ASC","Other Central Asia","Cods, hakes, haddocks",2028,26.5873421495198
"ASC","Other Central Asia","Cods, hakes, haddocks",2029,26.5331574626577
"ASC","Other Central Asia","Cods, hakes, haddocks",2030,26.4876423256935
"ASC","Other Central Asia","Flounders, halibuts, soles",2013,0.834444177677112
"ASC","Other Central Asia","Flounders, halibuts, soles",2014,0.869122377268888
"ASC","Other Central Asia","Flounders, halibuts, soles",2015,0.890796252013748
"ASC","Other Central Asia","Flounders, halibuts, soles",2016,0.925474451605524
"ASC","Other Central Asia","Flounders, halibuts, soles",2017,0.93847877645244
"ASC","Other Central Asia","Flounders, halibuts, soles",2018,0.966654813620758
"ASC","Other Central Asia","Flounders, halibuts, soles",2019,1.01000256311048
"ASC","Other Central Asia","Flounders, halibuts, soles",2020,1.02734166290637
"ASC","Other Central Asia","Flounders, halibuts, soles",2021,1.04901553765123
"ASC","Other Central Asia","Flounders, halibuts, soles",2022,1.05768508754917
"ASC","Other Central Asia","Flounders, halibuts, soles",2023,1.10753499946235
"ASC","Other Central Asia","Flounders, halibuts, soles",2024,1.14221319905412
"ASC","Other Central Asia","Flounders, halibuts, soles",2025,1.18556094854384
"ASC","Other Central Asia","Flounders, halibuts, soles",2026,1.22457392308459
"ASC","Other Central Asia","Flounders, halibuts, soles",2027,1.24624779782945
"ASC","Other Central Asia","Flounders, halibuts, soles",2028,1.2700890600488
"ASC","Other Central Asia","Flounders, halibuts, soles",2029,1.28742815984469
"ASC","Other Central Asia","Flounders, halibuts, soles",2030,1.30910203458955
"ASC","Other Central Asia","Herrings, sardines, anchovies",2013,30989.8696309443
"ASC","Other Central Asia","Herrings, sardines, anchovies",2014,15989.8035605841
"ASC","Other Central Asia","Herrings, sardines, anchovies",2015,14983.3815215815
"ASC","Other Central Asia","Herrings, sardines, anchovies",2016,14749.9213797673
"ASC","Other Central Asia","Herrings, sardines, anchovies",2017,14764.5360735077
"ASC","Other Central Asia","Herrings, sardines, anchovies",2018,14861.3662763179
"ASC","Other Central Asia","Herrings, sardines, anchovies",2019,14984.571417305
"ASC","Other Central Asia","Herrings, sardines, anchovies",2020,15162.5637788722
"ASC","Other Central Asia","Herrings, sardines, anchovies",2021,15650.5987512772
"ASC","Other Central Asia","Herrings, sardines, anchovies",2022,17222.4726758859
"ASC","Other Central Asia","Herrings, sardines, anchovies",2023,20092.2714178783
"ASC","Other Central Asia","Herrings, sardines, anchovies",2024,20680.0322227593
"ASC","Other Central Asia","Herrings, sardines, anchovies",2025,20269.7349369018
"ASC","Other Central Asia","Herrings, sardines, anchovies",2026,20688.0862346145
"ASC","Other Central Asia","Herrings, sardines, anchovies",2027,20378.5876380329
"ASC","Other Central Asia","Herrings, sardines, anchovies",2028,20676.705282986
"ASC","Other Central Asia","Herrings, sardines, anchovies",2029,20449.8838490061
"ASC","Other Central Asia","Herrings, sardines, anchovies",2030,20660.4520443148
"ASC","Other Central Asia","Miscellaneous coastal fishes",2013,42.6801941475784
"ASC","Other Central Asia","Miscellaneous coastal fishes",2014,44.0629873563005
"ASC","Other Central Asia","Miscellaneous coastal fishes",2015,45.8337429229555
"ASC","Other Central Asia","Miscellaneous coastal fishes",2016,47.5459790277995
"ASC","Other Central Asia","Miscellaneous coastal fishes",2017,48.7358747512923
"ASC","Other Central Asia","Miscellaneous coastal fishes",2018,49.782722901469
"ASC","Other Central Asia","Miscellaneous coastal fishes",2019,50.8924252884059
"ASC","Other Central Asia","Miscellaneous coastal fishes",2020,52.2990597593473
"ASC","Other Central Asia","Miscellaneous coastal fishes",2021,53.6038270189879
"ASC","Other Central Asia","Miscellaneous coastal fishes",2022,54.8110618422766
"ASC","Other Central Asia","Miscellaneous coastal fishes",2023,55.9250990041624
"ASC","Other Central Asia","Miscellaneous coastal fishes",2024,56.9481058921197
"ASC","Other Central Asia","Miscellaneous coastal fishes",2025,57.6611763712257
"ASC","Other Central Asia","Miscellaneous coastal fishes",2026,58.0816495412759
"ASC","Other Central Asia","Miscellaneous coastal fishes",2027,58.4154272123468
"ASC","Other Central Asia","Miscellaneous coastal fishes",2028,58.7383679460452
"ASC","Other Central Asia","Miscellaneous coastal fishes",2029,59.0504717423712
"ASC","Other Central Asia","Miscellaneous coastal fishes",2030,59.5619751863499
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2013,2942.84836943245
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2014,3377.85603988664
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2015,3572.50043942033
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2016,3695.77710419415
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2017,3810.08295221106
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2018,3922.14338680441
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2019,4148.52700851448
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2020,4375.93146972502
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2021,4453.7298431217
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2022,4542.20476721769
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2023,4739.25063207311
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2024,4898.63813955934
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2025,5061.00147004803
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2026,5241.84611353167
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2027,5463.50483054735
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2028,5685.38462108544
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2029,5896.41880470119
"ASC","Other Central Asia","Miscellaneous pelagic fishes",2030,6082.80979273204
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2013,40.4477850488578
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2014,42.3117382769158
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2015,43.1353455172205
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2016,43.6230076989798
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2017,44.0998329433667
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2018,44.9364445085183
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2019,45.5736564260172
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2020,46.4211049285412
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2021,46.8350759361681
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2022,47.2382100064225
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2023,47.7432112879777
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2024,48.0509803093547
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2025,49.0544807100417
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2026,49.5659841540204
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2027,50.478454280779
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2028,50.8295710516458
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2029,51.098327098482
"ASC","Other Central Asia","Tunas, bonitos, billfishes",2030,51.3584135954204
"ASL","LDC Asia","Crabs, sea-spiders",2013,19164.4518367452
"ASL","LDC Asia","Crabs, sea-spiders",2014,19289.6989708218
"ASL","LDC Asia","Crabs, sea-spiders",2015,19732.7534282379
"ASL","LDC Asia","Crabs, sea-spiders",2016,19887.7832815084
"ASL","LDC Asia","Crabs, sea-spiders",2017,20037.9244566942
"ASL","LDC Asia","Crabs, sea-spiders",2018,20183.2346398773
"ASL","LDC Asia","Crabs, sea-spiders",2019,20323.8904821438
"ASL","LDC Asia","Crabs, sea-spiders",2020,20459.9604852515
"ASL","LDC Asia","Crabs, sea-spiders",2021,20922.023463372
"ASL","LDC Asia","Crabs, sea-spiders",2022,20718.7882168388
"ASL","LDC Asia","Crabs, sea-spiders",2023,20841.7568509987
"ASL","LDC Asia","Crabs, sea-spiders",2024,20960.5560495227
"ASL","LDC Asia","Crabs, sea-spiders",2025,21075.288561332
"ASL","LDC Asia","Crabs, sea-spiders",2026,21186.1021981871
"ASL","LDC Asia","Crabs, sea-spiders",2027,21293.0997090094
"ASL","LDC Asia","Crabs, sea-spiders",2028,21396.3441877186
"ASL","LDC Asia","Crabs, sea-spiders",2029,21495.9834460753
"ASL","LDC Asia","Crabs, sea-spiders",2030,21835.4833778828
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2013,182.888866858333
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2014,188.718152076931
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2015,194.468127292555
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2016,200.218102508179
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2017,205.928422722316
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2018,211.559432933479
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2019,217.190443144642
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2020,222.702488351343
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2021,228.174878556558
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2022,233.330028749876
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2023,238.445523941707
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2024,243.481709130564
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2025,248.438584316447
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2026,253.316149499356
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2027,258.11440467929
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2028,262.873004857738
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2029,267.512640031724
"ASL","LDC Asia","Lobsters, spiny-rock lobsters",2030,272.033310201249
"ASL","LDC Asia","Shads",2013,1303750.39767065
"ASL","LDC Asia","Shads",2014,1199342.08211072
"ASL","LDC Asia","Shads",2015,1116151.60211923
"ASL","LDC Asia","Shads",2016,1048886.01290753
"ASL","LDC Asia","Shads",2017,993822.22420259
"ASL","LDC Asia","Shads",2018,948274.005509265
"ASL","LDC Asia","Shads",2019,910261.127855418
"ASL","LDC Asia","Shads",2020,878294.433860752
"ASL","LDC Asia","Shads",2021,851236.487561648
"ASL","LDC Asia","Shads",2022,828203.360092798
"ASL","LDC Asia","Shads",2023,808500.662445784
"ASL","LDC Asia","Shads",2024,791574.930365598
"ASL","LDC Asia","Shads",2025,776980.951851945
"ASL","LDC Asia","Shads",2026,764356.967551799
"ASL","LDC Asia","Shads",2027,753406.169464964
"ASL","LDC Asia","Shads",2028,743883.317028943
"ASL","LDC Asia","Shads",2029,735584.30553803
"ASL","LDC Asia","Shads",2030,728337.899607497
"ASL","LDC Asia","Shrimps, prawns",2013,323319.462094197
"ASL","LDC Asia","Shrimps, prawns",2014,334546.422268562
"ASL","LDC Asia","Shrimps, prawns",2015,344817.44032317
"ASL","LDC Asia","Shrimps, prawns",2016,356264.695093278
"ASL","LDC Asia","Shrimps, prawns",2017,366617.502570832
"ASL","LDC Asia","Shrimps, prawns",2018,376867.310732446
"ASL","LDC Asia","Shrimps, prawns",2019,386314.66924626
"ASL","LDC Asia","Shrimps, prawns",2020,395943.631438346
"ASL","LDC Asia","Shrimps, prawns",2021,406266.617252811
"ASL","LDC Asia","Shrimps, prawns",2022,416497.217709658
"ASL","LDC Asia","Shrimps, prawns",2023,426360.95584361
"ASL","LDC Asia","Shrimps, prawns",2024,435836.656008837
"ASL","LDC Asia","Shrimps, prawns",2025,445205.168899546
"ASL","LDC Asia","Shrimps, prawns",2026,454459.839871029
"ASL","LDC Asia","Shrimps, prawns",2027,463594.27176287
"ASL","LDC Asia","Shrimps, prawns",2028,472926.308345783
"ASL","LDC Asia","Shrimps, prawns",2029,482397.332623044
"ASL","LDC Asia","Shrimps, prawns",2030,491712.593940154
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2013,68361.1468447535
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2014,67228.880339126
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2015,66164.5325888281
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2016,65163.0779196906
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2017,64220.0025945837
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2018,62967.2351844576
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2019,61742.3866044264
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2020,60648.4039392648
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2021,59673.9091127676
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2022,58667.8866281208
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2023,57682.7563993548
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2024,56927.4121385196
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2025,56249.0285306514
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2026,55618.468174548
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2027,55029.831133857
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2028,54388.7795869738
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2029,53745.2061874658
"ASL","LDC Asia","Squids, cuttlefishes, octopuses",2030,53152.0175547795
"ASL","LDC Asia","Tunas, bonitos, billfishes",2013,4534.83453644951
"ASL","LDC Asia","Tunas, bonitos, billfishes",2014,4591.98854019439
"ASL","LDC Asia","Tunas, bonitos, billfishes",2015,4646.81387397639
"ASL","LDC Asia","Tunas, bonitos, billfishes",2016,4700.0659510466
"ASL","LDC Asia","Tunas, bonitos, billfishes",2017,4752.0620114169
"ASL","LDC Asia","Tunas, bonitos, billfishes",2018,4818.13996556592
"ASL","LDC Asia","Tunas, bonitos, billfishes",2019,4927.36355694963
"ASL","LDC Asia","Tunas, bonitos, billfishes",2020,5138.86729953577
"ASL","LDC Asia","Tunas, bonitos, billfishes",2021,5256.10571916537
"ASL","LDC Asia","Tunas, bonitos, billfishes",2022,5296.46141927451
"ASL","LDC Asia","Tunas, bonitos, billfishes",2023,5335.69974991632
"ASL","LDC Asia","Tunas, bonitos, billfishes",2024,5373.60639975566
"ASL","LDC Asia","Tunas, bonitos, billfishes",2025,5411.03577427469
"ASL","LDC Asia","Tunas, bonitos, billfishes",2026,5446.86346532685
"ASL","LDC Asia","Tunas, bonitos, billfishes",2027,5481.98746984142
"ASL","LDC Asia","Tunas, bonitos, billfishes",2028,5515.47771823367
"ASL","LDC Asia","Tunas, bonitos, billfishes",2029,5547.79600241651
"ASL","LDC Asia","Tunas, bonitos, billfishes",2030,5579.08687429098
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2013,20981.5957623728
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2014,21225.4822330127
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2015,21433.8029835902
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2016,21636.7412055622
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2017,21834.3533168787
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2018,22026.7007364887
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2019,22213.8472431442
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2020,22401.127001612
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2021,22636.6412268343
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2022,22984.5747453244
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2023,23192.1083541266
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2024,23362.3147331819
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2025,23525.6396080009
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2026,23682.4565598455
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2027,23833.1170571862
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2028,23977.9578012666
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2029,24117.2828737645
"COS","Cosimo- individual countries","Abalones, winkles, conchs",2030,24251.3831166609
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2013,628.347971450818
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2014,605.400072134586
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2015,584.773492113348
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2016,566.174513435494
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2017,549.35363375503
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2018,534.099249816494
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2019,520.237657454955
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2020,507.604627278114
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2021,496.073828984202
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2022,485.525248786539
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2023,475.857822443712
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2024,466.986277002025
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2025,458.825339507785
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2026,451.311844810109
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2027,444.385786015656
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2028,437.99031448863
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2029,432.081214623412
"COS","Cosimo- individual countries","Carps, barbels and other cyprinids",2030,426.61111255684
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2013,567015.887708226
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2014,542124.971385916
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2015,520259.939328131
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2016,500947.854205522
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2017,483807.819061984
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2018,468529.019584474
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2019,454856.068223496
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2020,442576.926687644
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2021,431514.056970279
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2022,421517.950454592
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2023,412461.974792438
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2024,404237.758936216
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2025,396752.169415321
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2026,389925.34069307
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2027,383680.394457544
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2028,377963.310526918
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2029,372722.019163779
"COS","Cosimo- individual countries","Clams, cockles, arkshells",2030,367909.887438027
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2013,145595.701494618
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2014,142103.18270662
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2015,140470.568668437
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2016,139981.495289395
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2017,140252.831551545
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2018,141060.703352912
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2019,142265.304576104
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2020,143774.392163441
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2021,145524.369378333
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2022,147469.48694123
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2023,149575.96957033
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2024,151817.70187574
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2025,154174.11500586
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2026,156628.459712332
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2027,159166.595831327
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2028,161776.562676179
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2029,164447.757426196
"COS","Cosimo- individual countries","Cods, hakes, haddocks",2030,167170.637140665
"COS","Cosimo- individual countries","Crabs, sea-spiders",2013,641340.547088117
"COS","Cosimo- individual countries","Crabs, sea-spiders",2014,634871.305428823
"COS","Cosimo- individual countries","Crabs, sea-spiders",2015,635407.499623798
"COS","Cosimo- individual countries","Crabs, sea-spiders",2016,631396.901845293
"COS","Cosimo- individual countries","Crabs, sea-spiders",2017,628030.925186808
"COS","Cosimo- individual countries","Crabs, sea-spiders",2018,625205.816910477
"COS","Cosimo- individual countries","Crabs, sea-spiders",2019,622837.306850662
"COS","Cosimo- individual countries","Crabs, sea-spiders",2020,620856.218600063
"COS","Cosimo- individual countries","Crabs, sea-spiders",2021,625417.457529146
"COS","Cosimo- individual countries","Crabs, sea-spiders",2022,617836.979738132
"COS","Cosimo- individual countries","Crabs, sea-spiders",2023,616711.064942607
"COS","Cosimo- individual countries","Crabs, sea-spiders",2024,615793.777365873
"COS","Cosimo- individual countries","Crabs, sea-spiders",2025,615056.342543515
"COS","Cosimo- individual countries","Crabs, sea-spiders",2026,614474.274421431
"COS","Cosimo- individual countries","Crabs, sea-spiders",2027,614026.53938413
"COS","Cosimo- individual countries","Crabs, sea-spiders",2028,613695.012746455
"COS","Cosimo- individual countries","Crabs, sea-spiders",2029,613463.999395093
"COS","Cosimo- individual countries","Crabs, sea-spiders",2030,617895.446696781
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2013,75260.911638531
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2014,76558.6532434395
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2015,77568.4470494048
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2016,79000.5408216833
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2017,79858.4381195431
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2018,81291.5241455796
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2019,83030.74900556
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2020,83951.501011425
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2021,85035.3202586106
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2022,85724.7863836148
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2023,87729.9325772016
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2024,89171.4425476511
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2025,90953.9552197493
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2026,92532.277987878
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2027,93615.7534756402
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2028,94719.9135966523
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2029,95621.3418337305
"COS","Cosimo- individual countries","Flounders, halibuts, soles",2030,96594.2879664966
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2013,11457176.3846546
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2014,9731889.55909819
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2015,9552236.93410084
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2016,9478757.21571635
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2017,9452156.97818317
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2018,9421269.58434841
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2019,9397264.70717975
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2020,9381619.26099294
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2021,9375292.73369383
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2022,9385013.21660154
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2023,9414941.62521457
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2024,9415901.46846229
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2025,9413810.72835205
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2026,9417909.55169229
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2027,9419033.38564396
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2028,9424996.86825825
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2029,9428534.63110211
"COS","Cosimo- individual countries","Herrings, sardines, anchovies",2030,9435665.92938792
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2013,36912.0767103485
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2014,35098.2345427305
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2015,33880.968254943
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2016,33007.5814368099
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2017,32351.8327339974
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2018,31843.1781537772
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2019,31438.9223842241
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2020,31111.5204256263
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2021,30842.3577518414
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2022,30618.3310861589
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2023,30429.9588300665
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2024,30270.1775863329
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2025,30133.622322348
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2026,30016.1652247618
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2027,29914.5557811542
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2028,29826.2183259745
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2029,29749.0945762715
"COS","Cosimo- individual countries","King crabs, squat-lobsters",2030,29681.5199097678
